Supply
42
2
0
2
2
0
4
0
0
0
0
0
0
0
0
0
0
0
16
8
0
4
8
0
0
0
4
4
0
2
0
4
8
0
4
2
4
0
0
0
6
10
6
8
8
0
0
0
2
0
10
6
0
10
0
2
0
0
0
0
0
0
0
0
0
0
4
10
6
8
0
4
0
2
0
6
0
6
2
0
6
0
0
4
2
0
0
6
0
4
0
4
0
4
4
0
18
0
2
0
4
2
0
2
0
0
0
0
0
2
0
0
0
2
12
8
8
0
4
0
2
4
2
12
0
6
0
8
0
0
4
0
0
10
4
2
0
2
6
0
6
6
0
0
2
2
16
2
8
6
2
0
0
2
0
0
0
0
2
0
0
0
18
0
0
2
0
4
0
12
14
0
4
0
4
2
0
0
0
0
0
4
0
0
2
0
4
8
12
0
8
2
0
8
0
0
0
0
6
0
2
0
0
0
2
0
0
0
0
0
6
6
8
0
0
0
0
0
6
4
0
6
6
10
4
2
4
0
4
0
4
2
0
2
0
0
2
0
14
12
2
6
2
4
2
2
4
0
0
0
0
0
0
0
2
0
0
2
0
8
2
4
0
2
0
0
2
6
2
0
4
8
8
2
2
0
0
0
4
2
2
2
0
4
4
10
4
2
6
2
4
2
0
0
0
2
0
0
0
0
0
0
0
2
0
0
4
6
12
0
0
0
0
0
0
12
0
4
2
10
0
4
0
6
0
0
0
2
4
0
10
2
12
6
0
0
