Supply
30
0
0
2
2
2
0
0
0
0
0
0
0
0
0
2
0
0
0
8
0
8
0
4
6
2
0
0
0
10
16
2
0
4
4
0
0
0
0
2
2
0
0
2
4
2
12
6
0
0
6
2
0
2
0
0
0
0
0
0
0
0
0
0
0
0
4
4
6
6
0
2
0
12
0
0
0
0
2
0
12
6
0
0
0
0
0
6
4
2
0
4
0
10
8
0
4
10
0
2
4
0
0
0
0
0
0
0
0
0
0
0
0
0
4
4
6
10
4
2
2
6
0
0
2
4
0
0
4
6
0
0
4
0
0
0
10
4
0
0
0
16
6
0
0
0
8
2
0
0
0
0
2
0
0
0
0
0
0
0
0
6
2
0
14
6
2
2
0
0
6
2
2
0
0
0
2
0
2
0
2
2
0
2
0
0
0
10
2
0
4
2
12
6
0
0
0
0
4
0
0
0
0
0
0
0
0
0
0
0
8
8
4
0
4
2
0
0
12
0
4
6
2
4
0
0
0
0
4
0
0
4
0
4
2
0
2
0
2
2
4
4
4
2
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4
2
2
0
10
0
0
6
2
2
4
0
4
10
2
8
0
0
0
0
0
10
0
2
4
2
2
0
0
2
4
2
0
0
0
0
0
2
0
0
0
0
0
0
2
0
0
0
0
0
4
6
0
2
0
4
0
0
8
0
0
0
6
0
0
0
0
4
2
6
0
6
0
0
0
0
0
