Supply
16
2
0
16
18
16
0
0
16
0
0
16
0
12
12
0
2
0
6
6
6
0
4
0
18
18
10
0
10
2
16
14
0
14
2
4
14
6
4
4
6
2
0
8
2
0
2
12
14
0
12
0
2
2
0
0
16
18
0
18
18
0
0
0
0
10
0
0
22
2
16
0
0
0
26
8
0
4
0
14
0
16
0
2
2
6
10
0
0
4
2
4
10
2
0
6
0
10
10
16
0
0
0
0
12
0
0
16
0
0
12
0
2
2
0
6
6
2
10
0
12
4
14
8
0
2
2
34
14
6
16
10
16
16
20
4
10
10
4
0
0
16
16
0
16
0
16
0
0
0
40
20
20
20
20
20
2
16
12
0
10
0
14
14
2
4
18
2
0
0
18
32
0
16
2
0
22
0
18
0
10
10
2
8
10
12
0
12
4
12
12
0
12
16
0
24
20
0
18
18
0
0
0
0
0
0
0
0
10
14
20
0
2
4
14
24
4
0
2
10
10
10
4
6
16
16
0
2
0
8
8
2
16
0
12
12
0
0
2
0
14
18
0
22
16
0
0
18
0
0
20
0
0
0
36
18
18
0
0
2
2
4
2
0
2
2
12
0
0
4
0
0
4
0
0
20
0
14
20
20
0
0
16
4
14
0
2
0
6
2
18
20
0
0
0
0
0
0
20
0
0
20
0
0
16
0
0
0
18
2
0
14
0
20
20
0
6
0
2
0
0
2
2
0
8
6
8
0
44
2
0
12
2
6
8
0
