Supply
14
2
0
2
0
2
0
2
0
2
2
0
0
0
0
0
7
0
4
0
3
2
0
0
5
2
2
1
0
2
0
4
0
0
0
0
2
4
0
4
0
2
0
4
0
0
2
0
0
0
0
4
0
1
0
0
0
0
42
0
0
0
0
0
0
0
4
6
0
2
18
0
4
0
2
0
5
0
0
1
3
0
0
2
0
0
0
6
0
0
0
0
0
2
0
0
5
0
1
2
0
44
0
0
0
0
14
0
0
0
0
0
6
5
0
5
1
4
0
2
2
0
0
2
0
3
0
0
1
0
0
2
26
2
2
0
0
5
4
0
0
23
0
0
0
0
0
0
5
0
0
0
0
0
0
0
0
0
0
0
3
0
2
0
4
1
0
6
0
0
4
2
0
4
5
0
0
0
4
0
2
0
0
0
2
2
0
0
0
23
0
0
2
0
0
0
0
0
2
0
2
0
0
0
29
0
0
0
4
0
16
5
2
2
2
1
0
0
0
4
0
14
0
2
0
0
10
0
0
0
0
0
0
2
2
0
0
0
0
2
2
0
2
26
0
0
2
0
0
0
0
0
0
0
0
5
0
0
0
2
0
8
0
2
2
0
2
0
2
20
2
2
0
2
0
0
0
0
2
0
2
0
4
0
0
0
4
35
0
0
2
2
22
24
0
0
0
0
0
0
0
0
0
2
2
2
0
0
0
0
0
2
3
0
0
0
0
5
0
0
0
4
0
2
0
0
2
2
0
0
0
0
0
0
4
0
