Supply
20
4
0
0
0
0
0
2
0
0
0
0
0
0
0
0
0
0
2
6
2
2
0
4
0
2
2
6
0
0
0
0
0
0
4
4
0
0
0
6
4
6
0
0
0
0
6
2
2
0
0
0
0
0
0
4
0
0
0
0
2
0
2
0
0
0
0
10
6
4
0
0
2
2
0
4
0
0
6
0
0
0
0
0
0
0
0
8
4
0
0
0
0
14
2
0
2
0
0
0
2
2
2
0
0
0
6
2
0
2
2
0
0
0
4
4
10
2
0
2
0
0
0
4
0
0
0
4
2
4
0
0
0
0
0
6
6
0
0
0
0
6
0
4
2
0
0
0
2
0
0
0
0
0
0
0
0
2
0
0
2
0
10
0
8
0
0
2
0
0
2
2
0
6
0
2
2
0
0
0
0
0
0
4
4
0
0
2
2
0
2
4
8
4
0
0
0
0
0
0
4
0
0
0
0
0
2
0
2
0
0
0
12
8
0
0
0
0
0
6
2
0
0
2
2
0
0
0
0
2
10
2
0
0
2
0
4
0
0
2
0
0
2
0
2
0
0
0
2
2
0
0
2
0
0
0
2
0
0
0
2
0
0
2
4
0
0
0
4
6
2
0
4
0
2
0
0
2
0
0
0
0
4
0
4
12
4
0
4
0
0
2
0
0
0
2
0
0
0
0
0
2
0
0
2
2
2
2
0
2
0
0
2
2
4
0
0
0
4
6
0
0
2
2
2
0
0
2
10
0
0
2
2
2
0
0
