Supply
12
0
14
0
3
0
0
0
0
10
0
0
26
0
0
0
6
0
10
0
0
3
17
5
0
0
17
10
0
0
2
0
15
0
10
0
0
6
0
5
2
4
0
2
0
2
5
10
0
0
22
0
0
14
0
13
0
0
0
0
0
11
0
0
0
0
13
0
0
0
0
2
0
0
2
8
2
0
17
0
0
2
0
0
3
3
0
2
2
3
9
0
0
0
0
0
15
1
2
0
2
12
0
0
0
0
2
0
0
10
0
5
2
2
2
6
2
13
15
8
3
4
15
2
0
1
2
2
0
0
0
22
0
5
19
0
0
11
2
12
0
2
8
0
18
0
0
2
0
0
0
0
1
0
0
16
0
15
0
9
1
7
2
1
10
10
5
0
0
18
2
1
13
0
4
0
10
0
0
0
1
0
0
11
2
0
0
34
15
0
4
0
24
0
0
2
0
0
29
0
0
0
0
0
0
0
0
20
0
0
0
0
0
0
17
7
0
0
1
19
0
15
0
22
0
0
3
17
26
7
0
1
0
0
3
0
3
0
5
0
8
2
0
0
14
0
28
0
15
0
0
0
27
0
8
0
0
5
0
0
10
4
8
4
5
15
0
5
13
26
0
1
10
9
20
2
0
14
1
22
5
8
1
11
3
12
0
2
20
0
1
0
0
0
0
0
14
0
0
16
0
13
0
0
28
44
5
19
17
0
0
0
0
0
18
8
14
0
0
6
0
0
0
1
0
0
0
1
5
0
0
9
0
19
0
0
