TM2x,TM2y,AVGdemand
251581,2739796,1.0559006211180124
251577,2738338,1.0559006211180124
251883,2739444,1.0559006211180124
251261,2738674,1.0559006211180124
251109,2740892,1.0559006211180124
251123,2741940,1.7104591836734695
250277,2740934,1.7104591836734695
251869,2741664,4.464285714285714
251861,2740820,1.0559006211180124
250641,2741496,1.7104591836734695
251001,2742050,1.7104591836734695
250573,2741514,1.7104591836734695
250275,2741036,1.7104591836734695
250115,2741050,1.7104591836734695
251875,2742336,11.910714285714286
250047,2742528,2.1209415584415585
250341,2742534,2.1209415584415585
250581,2742538,8.705357142857142
250059,2743134,2.1209415584415585
250987,2742740,8.705357142857142
251319,2742744,7.267857142857143
249987,2743672,0.5684523809523809
249943,2742530,2.1209415584415585
250471,2742332,8.705357142857142
250531,2745286,0.2892080745341615
250499,2745194,0.2892080745341615
250013,2745172,0.2892080745341615
249967,2744820,0.2892080745341615
251299,2744564,0.5684523809523809
249965,2744726,0.2892080745341615
250309,2744910,0.2892080745341615
250537,2745284,0.2892080745341615
251053,2745860,0.2892080745341615
250209,2745078,0.2892080745341615
250885,2746556,0.2892080745341615
251667,2746906,0.2892080745341615
250551,2746316,0.2892080745341615
250571,2747342,0.2892080745341615
250959,2747520,0.2892080745341615
251191,2747092,0.2892080745341615
251213,2746248,0.2892080745341615
251785,2747734,0.2892080745341615
250601,2746358,0.2892080745341615
250101,2746128,0.2892080745341615
251397,2748536,0.2892080745341615
250251,2748514,0.2892080745341615
251721,2749352,0.2892080745341615
251039,2748710,0.2892080745341615
251769,2748530,0.2892080745341615
250137,2748716,0.2892080745341615
251295,2749820,0.2892080745341615
249943,2748860,0.2892080745341615
251253,2749014,0.2892080745341615
250331,2749480,0.2892080745341615
253291,2739480,1.0559006211180124
252385,2738990,1.0559006211180124
252925,2739118,1.0559006211180124
252907,2738682,1.0559006211180124
252781,2738210,1.0559006211180124
252609,2738424,1.0559006211180124
252309,2738182,1.0559006211180124
252773,2739850,1.0559006211180124
253433,2738220,1.0559006211180124
252545,2739892,1.0559006211180124
253149,2740824,0.9166666666666666
253653,2741052,0.9166666666666666
252435,2741612,0.9166666666666666
253137,2740748,0.9166666666666666
252953,2741056,0.9166666666666666
252685,2740448,1.0559006211180124
252137,2740848,1.0559006211180124
253865,2741204,0.9166666666666666
252339,2742014,4.464285714285714
253731,2741936,0.9166666666666666
253297,2742644,0.7001050420168067
253235,2744064,0.7001050420168067
252809,2742886,0.7001050420168067
252655,2742340,0.7001050420168067
253825,2742794,0.7001050420168067
252477,2742852,0.7001050420168067
252647,2743060,0.7001050420168067
251951,2743692,7.267857142857143
252113,2742828,0.7001050420168067
252359,2743330,0.7001050420168067
253411,2745226,0.7001050420168067
252287,2745470,0.5684523809523809
252121,2744344,0.5684523809523809
253419,2744754,0.7001050420168067
252781,2745316,0.5684523809523809
252663,2745084,0.5684523809523809
252319,2745868,0.5684523809523809
253877,2744480,0.7001050420168067
252963,2745016,0.7001050420168067
253661,2745968,0.7001050420168067
252845,2746848,0.5684523809523809
252065,2748076,0.2892080745341615
253687,2747824,0.5684523809523809
253303,2748022,0.2892080745341615
253009,2747860,0.2892080745341615
252271,2747876,0.2892080745341615
253469,2747358,0.5684523809523809
252611,2746140,0.5684523809523809
252611,2747646,0.2892080745341615
252681,2747302,0.2892080745341615
254533,2741298,0.9166666666666666
255055,2742096,0.9166666666666666
254633,2741544,0.9166666666666666
255527,2741198,0.9166666666666666
254649,2741410,0.9166666666666666
254315,2740668,0.9166666666666666
254813,2740866,0.9166666666666666
255867,2741180,0.9166666666666666
255709,2740360,0.9166666666666666
254169,2741384,0.9166666666666666
254457,2743766,0.7001050420168067
255483,2742688,0.9166666666666666
255185,2742972,0.9166666666666666
255639,2742982,0.9166666666666666
255719,2743652,0.7001050420168067
254577,2742638,0.9166666666666666
254403,2742138,0.9166666666666666
254925,2742532,0.9166666666666666
255367,2743856,0.7001050420168067
255251,2742434,0.9166666666666666
