TM2x,TM2y,AVGdemand
239987,2739560,0.6709183673469388
241003,2738246,0.6709183673469388
240987,2739814,0.6709183673469388
240299,2738654,0.6709183673469388
241203,2738918,0.6709183673469388
241625,2738112,0.6709183673469388
241041,2739218,0.6709183673469388
240655,2739614,0.6709183673469388
240437,2738390,0.6709183673469388
240213,2738684,0.6709183673469388
240145,2741444,0.37797619047619047
241049,2740832,0.37797619047619047
241155,2741458,0.37797619047619047
240555,2740426,0.37797619047619047
240985,2741258,0.37797619047619047
241775,2740902,0.37797619047619047
241539,2741612,0.37797619047619047
240859,2741886,0.37797619047619047
241699,2741432,0.37797619047619047
241133,2741220,0.37797619047619047
242123,2737270,0.6709183673469388
243735,2736248,0.30405405405405406
242113,2736942,0.6709183673469388
243521,2736692,0.30405405405405406
243845,2736230,0.30405405405405406
241993,2736506,0.6709183673469388
243307,2736938,0.30405405405405406
243725,2736822,0.30405405405405406
243125,2736956,0.6709183673469388
243661,2737972,0.30405405405405406
243799,2739060,0.30405405405405406
243301,2739410,0.30405405405405406
242725,2739860,0.37797619047619047
243575,2739470,0.30405405405405406
243079,2739214,0.30405405405405406
243149,2738370,0.30405405405405406
243177,2740022,0.37797619047619047
243379,2740028,0.30405405405405406
243577,2738350,0.30405405405405406
242575,2739974,0.37797619047619047
243065,2740180,0.37797619047619047
243257,2740742,0.37797619047619047
242047,2740648,0.37797619047619047
243801,2741550,0.37797619047619047
241925,2740778,0.37797619047619047
243557,2741994,0.37797619047619047
243723,2741070,0.37797619047619047
242593,2741230,0.37797619047619047
243689,2741990,0.37797619047619047
242575,2740340,0.37797619047619047
243319,2742188,0.37797619047619047
243123,2742964,1.4525669642857142
242457,2743332,1.4525669642857142
242525,2743510,1.4525669642857142
243553,2742478,1.4525669642857142
242817,2742208,0.37797619047619047
242657,2743192,1.4525669642857142
242473,2743970,1.4525669642857142
243795,2743500,1.0576923076923077
242165,2743930,1.4525669642857142
244721,2737892,0.30405405405405406
244133,2736320,0.30405405405405406
244623,2737012,0.30405405405405406
244073,2736144,0.30405405405405406
245237,2738008,0.30405405405405406
245357,2736320,0.30405405405405406
244765,2737030,0.30405405405405406
244769,2737318,0.30405405405405406
243987,2738092,0.30405405405405406
245689,2736446,0.30405405405405406
245123,2738596,0.30405405405405406
245861,2738228,0.30405405405405406
244737,2739576,0.30405405405405406
244061,2739438,0.30405405405405406
245515,2738164,0.30405405405405406
245573,2739344,0.5827067669172932
244361,2738732,0.30405405405405406
244415,2739536,0.30405405405405406
245577,2738614,0.30405405405405406
244733,2738974,0.30405405405405406
244591,2742092,0.8666666666666667
245553,2740364,0.5827067669172932
244189,2741696,0.37797619047619047
245583,2740612,0.5827067669172932
245071,2740662,0.5827067669172932
244769,2740522,0.5827067669172932
243917,2741330,0.37797619047619047
244249,2740564,0.30405405405405406
245031,2741576,0.8666666666666667
245561,2740624,0.5827067669172932
245505,2743650,0.8666666666666667
244949,2743698,1.0576923076923077
245033,2743566,1.0576923076923077
245477,2742746,0.8666666666666667
245451,2742776,0.8666666666666667
244989,2743210,1.0576923076923077
244993,2743620,1.0576923076923077
244289,2742362,1.4525669642857142
245199,2743356,1.0576923076923077
244959,2743044,1.0576923076923077
244437,2744512,1.0576923076923077
244315,2745522,1.0576923076923077
244267,2746060,7.799107142857143
243895,2745628,1.0576923076923077
244449,2744860,1.0576923076923077
243939,2746102,8.125
244667,2744652,1.0576923076923077
244719,2744770,1.0576923076923077
245709,2744194,18.571428571428573
245349,2744872,22.232142857142858
244167,2750116,0.25239547038327526
244369,2751898,0.25239547038327526
245693,2750422,0.25239547038327526
245111,2750288,0.25239547038327526
244211,2751888,0.25239547038327526
244649,2750718,0.25239547038327526
244601,2751200,0.25239547038327526
244429,2750284,0.25239547038327526
245577,2751374,0.25239547038327526
245159,2750646,0.25239547038327526
247189,2737314,0.5827067669172932
247077,2737414,0.5827067669172932
246797,2737062,0.5827067669172932
246603,2737458,0.5827067669172932
246089,2737772,0.30405405405405406
246277,2737216,0.30405405405405406
245957,2737012,0.30405405405405406
247253,2736174,0.5827067669172932
246255,2737148,0.30405405405405406
247641,2738044,0.4017857142857143
247315,2738286,0.5827067669172932
247157,2740014,1.5267857142857142
246477,2739784,0.5827067669172932
246201,2739890,0.5827067669172932
246419,2739636,0.5827067669172932
246981,2738524,0.5827067669172932
246399,2738380,0.5827067669172932
247329,2739476,1.5267857142857142
247707,2738952,0.4017857142857143
246953,2739708,1.5267857142857142
246577,2740112,0.5827067669172932
246853,2740966,1.5267857142857142
246411,2741828,0.8666666666666667
246305,2741692,0.8666666666666667
247281,2740358,1.5267857142857142
246883,2741620,1.5267857142857142
246133,2740222,0.5827067669172932
246683,2741692,0.8666666666666667
247189,2741016,1.5267857142857142
247021,2741546,1.5267857142857142
247037,2743270,3.3482142857142856
246055,2742280,0.8666666666666667
246147,2743412,0.8666666666666667
246071,2742910,0.8666666666666667
246397,2742906,0.8666666666666667
247633,2743906,6.644642857142857
246613,2742798,0.8666666666666667
246515,2742852,0.8666666666666667
247031,2743314,3.3482142857142856
246551,2742576,0.8666666666666667
246899,2746016,0.36488095238095236
246743,2744732,10.75
247283,2744688,18.116071428571427
246507,2745728,5.214285714285714
246379,2744198,10.75
247653,2745188,3.1517857142857144
246939,2745754,16.03125
247735,2745384,3.1517857142857144
245953,2745754,7.799107142857143
246561,2745648,5.214285714285714
246767,2747512,0.36488095238095236
246295,2747972,0.25239547038327526
246561,2746532,0.36488095238095236
247417,2747414,0.36488095238095236
246505,2747536,0.36488095238095236
247183,2747814,0.36488095238095236
247075,2748090,0.36488095238095236
247665,2746966,0.36488095238095236
247531,2746144,16.03125
246663,2746824,0.36488095238095236
246817,2749374,0.25239547038327526
247299,2748942,0.25239547038327526
247023,2749834,0.25239547038327526
246345,2749934,0.25239547038327526
247225,2748826,0.25239547038327526
245895,2749424,0.25239547038327526
247019,2750058,0.25239547038327526
247799,2748782,0.36488095238095236
246575,2749160,0.25239547038327526
245979,2749226,0.25239547038327526
247157,2751674,0.25239547038327526
247829,2750866,0.25239547038327526
246979,2751520,0.25239547038327526
247717,2750766,0.25239547038327526
246459,2751186,0.25239547038327526
246405,2751616,0.25239547038327526
246543,2751280,0.25239547038327526
246141,2751554,0.25239547038327526
246019,2751896,0.25239547038327526
247373,2751862,0.25239547038327526
248341,2736914,0.4017857142857143
248201,2737460,0.4017857142857143
249251,2736658,0.4017857142857143
249867,2737332,0.4017857142857143
248603,2737874,0.4017857142857143
248509,2736914,0.4017857142857143
249877,2736112,0.4017857142857143
248307,2737696,0.4017857142857143
249885,2737788,0.4017857142857143
248249,2736550,0.4017857142857143
248675,2739090,0.4017857142857143
248445,2739084,0.4017857142857143
248347,2738508,0.4017857142857143
248581,2738800,0.4017857142857143
249721,2739324,0.4017857142857143
248803,2738156,0.4017857142857143
248833,2739174,0.4017857142857143
249137,2738746,0.4017857142857143
249047,2739324,0.4017857142857143
249173,2738304,0.4017857142857143
248425,2742100,3.3482142857142856
249623,2741256,2.1209415584415585
249581,2741720,2.1209415584415585
248987,2741108,0.4017857142857143
249263,2741140,0.4017857142857143
248297,2741100,0.4017857142857143
249541,2741420,2.1209415584415585
249611,2740640,0.4017857142857143
249457,2741864,2.1209415584415585
248725,2741366,0.4017857142857143
247895,2743210,3.3482142857142856
248805,2742608,2.1209415584415585
248357,2743168,6.644642857142857
249141,2742870,2.1209415584415585
247921,2743632,6.644642857142857
248295,2743472,6.644642857142857
247981,2742204,3.3482142857142856
249761,2743372,2.1209415584415585
248485,2742876,6.644642857142857
249259,2744058,0.2892080745341615
249053,2746092,0.2892080745341615
249715,2744244,0.5684523809523809
248327,2745542,0.6765873015873016
248097,2745996,3.1517857142857144
248321,2744222,23.982142857142858
249463,2745912,0.2892080745341615
248775,2745356,0.6765873015873016
248715,2745364,0.6765873015873016
249719,2745914,0.2892080745341615
247889,2744908,3.1517857142857144
249493,2746894,0.2892080745341615
249497,2747716,0.2892080745341615
248293,2746690,0.6765873015873016
248961,2747382,0.6765873015873016
247969,2746862,16.03125
249621,2748016,0.2892080745341615
248917,2746192,0.2892080745341615
249177,2746888,0.2892080745341615
248783,2748056,0.6765873015873016
248679,2746658,0.6765873015873016
248765,2749208,0.36488095238095236
248613,2748638,0.36488095238095236
248715,2749554,0.25239547038327526
248579,2748594,0.36488095238095236
249613,2749358,0.2892080745341615
249253,2749042,0.6765873015873016
248451,2748446,0.36488095238095236
248207,2749836,0.25239547038327526
249099,2749184,0.6765873015873016
248345,2748804,0.36488095238095236
249301,2750324,0.25239547038327526
248393,2751776,0.25239547038327526
248113,2750460,0.25239547038327526
249659,2750912,0.25239547038327526
248453,2751106,0.25239547038327526
249631,2750242,0.2892080745341615
248195,2751314,0.25239547038327526
249863,2751668,0.25239547038327526
248999,2750868,0.25239547038327526
249607,2750870,0.25239547038327526
251555,2738482,1.0559006211180124
251713,2739270,1.0559006211180124
251629,2738506,1.0559006211180124
251025,2738478,1.0559006211180124
251843,2738872,1.0559006211180124
250209,2738388,0.4017857142857143
