TM2x,TM2y,AVGdemand
239987,2739560,0.125
241003,2738246,0.125
240987,2739814,0.125
240299,2738654,0.125
241203,2738918,0.125
241625,2738112,0.125
241041,2739218,0.125
240655,2739614,0.125
240437,2738390,0.125
240213,2738684,0.125
240145,2741444,0.04001322751322751
241049,2740832,0.04001322751322751
241155,2741458,0.04001322751322751
240555,2740426,0.04001322751322751
240985,2741258,0.04001322751322751
241775,2740902,0.04001322751322751
241539,2741612,0.04001322751322751
240859,2741886,0.04001322751322751
241699,2741432,0.04001322751322751
241133,2741220,0.04001322751322751
242123,2737270,0.125
243735,2736248,0.033542471042471045
242113,2736942,0.125
243521,2736692,0.033542471042471045
243845,2736230,0.033542471042471045
241993,2736506,0.125
243307,2736938,0.033542471042471045
243725,2736822,0.033542471042471045
243125,2736956,0.125
243661,2737972,0.033542471042471045
243799,2739060,0.033542471042471045
243301,2739410,0.033542471042471045
242725,2739860,0.04001322751322751
243575,2739470,0.033542471042471045
243079,2739214,0.033542471042471045
243149,2738370,0.033542471042471045
243177,2740022,0.04001322751322751
243379,2740028,0.033542471042471045
243577,2738350,0.033542471042471045
242575,2739974,0.04001322751322751
243065,2740180,0.04001322751322751
243257,2740742,0.04001322751322751
242047,2740648,0.04001322751322751
243801,2741550,0.04001322751322751
241925,2740778,0.04001322751322751
243557,2741994,0.04001322751322751
243723,2741070,0.04001322751322751
242593,2741230,0.04001322751322751
243689,2741990,0.04001322751322751
242575,2740340,0.04001322751322751
243319,2742188,0.04001322751322751
243123,2742964,0.13727678571428573
242457,2743332,0.13727678571428573
242525,2743510,0.13727678571428573
243553,2742478,0.13727678571428573
242817,2742208,0.04001322751322751
242657,2743192,0.13727678571428573
242473,2743970,0.13727678571428573
243795,2743500,0.07967032967032968
242165,2743930,0.13727678571428573
244721,2737892,0.033542471042471045
244133,2736320,0.033542471042471045
244623,2737012,0.033542471042471045
244073,2736144,0.033542471042471045
245237,2738008,0.033542471042471045
245357,2736320,0.033542471042471045
244765,2737030,0.033542471042471045
244769,2737318,0.033542471042471045
243987,2738092,0.033542471042471045
245689,2736446,0.033542471042471045
245123,2738596,0.033542471042471045
245861,2738228,0.033542471042471045
244737,2739576,0.033542471042471045
244061,2739438,0.033542471042471045
245515,2738164,0.033542471042471045
245573,2739344,0.027725563909774438
244361,2738732,0.033542471042471045
244415,2739536,0.033542471042471045
245577,2738614,0.033542471042471045
244733,2738974,0.033542471042471045
244591,2742092,0.052976190476190475
245553,2740364,0.027725563909774438
244189,2741696,0.04001322751322751
245583,2740612,0.027725563909774438
245071,2740662,0.027725563909774438
244769,2740522,0.027725563909774438
243917,2741330,0.04001322751322751
244249,2740564,0.033542471042471045
245031,2741576,0.052976190476190475
245561,2740624,0.027725563909774438
245505,2743650,0.052976190476190475
