TM2x,TM2y,AVGdemand
244949,2743698,0.07967032967032968
245033,2743566,0.07967032967032968
245477,2742746,0.052976190476190475
245451,2742776,0.052976190476190475
244989,2743210,0.07967032967032968
244993,2743620,0.07967032967032968
244289,2742362,0.13727678571428573
245199,2743356,0.07967032967032968
244959,2743044,0.07967032967032968
244437,2744512,0.07967032967032968
244315,2745522,0.07967032967032968
244267,2746060,0.8169642857142857
243895,2745628,0.07967032967032968
244449,2744860,0.07967032967032968
243939,2746102,0.5803571428571429
244667,2744652,0.07967032967032968
244719,2744770,0.07967032967032968
245709,2744194,2.267857142857143
245349,2744872,2.3839285714285716
244167,2750116,0.03571428571428571
244369,2751898,0.03571428571428571
245693,2750422,0.03571428571428571
245111,2750288,0.03571428571428571
244211,2751888,0.03571428571428571
244649,2750718,0.03571428571428571
244601,2751200,0.03571428571428571
244429,2750284,0.03571428571428571
245577,2751374,0.03571428571428571
245159,2750646,0.03571428571428571
247189,2737314,0.027725563909774438
247077,2737414,0.027725563909774438
246797,2737062,0.027725563909774438
246603,2737458,0.027725563909774438
246089,2737772,0.033542471042471045
246277,2737216,0.033542471042471045
245957,2737012,0.033542471042471045
247253,2736174,0.027725563909774438
246255,2737148,0.033542471042471045
247641,2738044,0.04432397959183674
247315,2738286,0.027725563909774438
247157,2740014,0.18638392857142858
246477,2739784,0.027725563909774438
246201,2739890,0.027725563909774438
246419,2739636,0.027725563909774438
246981,2738524,0.027725563909774438
246399,2738380,0.027725563909774438
247329,2739476,0.18638392857142858
247707,2738952,0.04432397959183674
246953,2739708,0.18638392857142858
246577,2740112,0.027725563909774438
246853,2740966,0.18638392857142858
246411,2741828,0.052976190476190475
246305,2741692,0.052976190476190475
247281,2740358,0.18638392857142858
246883,2741620,0.18638392857142858
246133,2740222,0.027725563909774438
246683,2741692,0.052976190476190475
247189,2741016,0.18638392857142858
247021,2741546,0.18638392857142858
247037,2743270,0.3410714285714286
246055,2742280,0.052976190476190475
246147,2743412,0.052976190476190475
246071,2742910,0.052976190476190475
246397,2742906,0.052976190476190475
247633,2743906,0.6160714285714286
246613,2742798,0.052976190476190475
246515,2742852,0.052976190476190475
247031,2743314,0.3410714285714286
246551,2742576,0.052976190476190475
246899,2746016,0.0869047619047619
246743,2744732,1.0401785714285714
247283,2744688,2.1517857142857144
246507,2745728,0.30357142857142855
246379,2744198,1.0401785714285714
247653,2745188,0.38169642857142855
246939,2745754,0.6294642857142857
247735,2745384,0.38169642857142855
245953,2745754,0.8169642857142857
246561,2745648,0.30357142857142855
246767,2747512,0.0869047619047619
246295,2747972,0.03571428571428571
246561,2746532,0.0869047619047619
247417,2747414,0.0869047619047619
246505,2747536,0.0869047619047619
247183,2747814,0.0869047619047619
247075,2748090,0.0869047619047619
247665,2746966,0.0869047619047619
247531,2746144,0.6294642857142857
246663,2746824,0.0869047619047619
246817,2749374,0.03571428571428571
247299,2748942,0.03571428571428571
247023,2749834,0.03571428571428571
246345,2749934,0.03571428571428571
247225,2748826,0.03571428571428571
245895,2749424,0.03571428571428571
247019,2750058,0.03571428571428571
247799,2748782,0.0869047619047619
246575,2749160,0.03571428571428571
245979,2749226,0.03571428571428571
247157,2751674,0.03571428571428571
247829,2750866,0.03571428571428571
246979,2751520,0.03571428571428571
247717,2750766,0.03571428571428571
246459,2751186,0.03571428571428571
246405,2751616,0.03571428571428571
246543,2751280,0.03571428571428571
246141,2751554,0.03571428571428571
246019,2751896,0.03571428571428571
247373,2751862,0.03571428571428571
248341,2736914,0.04432397959183674
248201,2737460,0.04432397959183674
249251,2736658,0.04432397959183674
249867,2737332,0.04432397959183674
248603,2737874,0.04432397959183674
248509,2736914,0.04432397959183674
249877,2736112,0.04432397959183674
248307,2737696,0.04432397959183674
249885,2737788,0.04432397959183674
248249,2736550,0.04432397959183674
248675,2739090,0.04432397959183674
248445,2739084,0.04432397959183674
248347,2738508,0.04432397959183674
248581,2738800,0.04432397959183674
249721,2739324,0.04432397959183674
248803,2738156,0.04432397959183674
248833,2739174,0.04432397959183674
249137,2738746,0.04432397959183674
249047,2739324,0.04432397959183674
249173,2738304,0.04432397959183674
248425,2742100,0.3410714285714286
249623,2741256,0.2012987012987013
249581,2741720,0.2012987012987013
248987,2741108,0.04432397959183674
249263,2741140,0.04432397959183674
248297,2741100,0.04432397959183674
249541,2741420,0.2012987012987013
249611,2740640,0.04432397959183674
249457,2741864,0.2012987012987013
248725,2741366,0.04432397959183674
247895,2743210,0.3410714285714286
248805,2742608,0.2012987012987013
248357,2743168,0.6160714285714286
249141,2742870,0.2012987012987013
247921,2743632,0.6160714285714286
248295,2743472,0.6160714285714286
247981,2742204,0.3410714285714286
249761,2743372,0.2012987012987013
248485,2742876,0.6160714285714286
249259,2744058,0.028920807453416148
249053,2746092,0.028920807453416148
249715,2744244,0.05952380952380953
248327,2745542,0.1001984126984127
248097,2745996,0.38169642857142855
248321,2744222,6.5625
249463,2745912,0.028920807453416148
248775,2745356,0.1001984126984127
248715,2745364,0.1001984126984127
249719,2745914,0.028920807453416148
247889,2744908,0.38169642857142855
249493,2746894,0.028920807453416148
249497,2747716,0.028920807453416148
248293,2746690,0.1001984126984127
248961,2747382,0.1001984126984127
247969,2746862,0.6294642857142857
249621,2748016,0.028920807453416148
248917,2746192,0.028920807453416148
249177,2746888,0.028920807453416148
248783,2748056,0.1001984126984127
248679,2746658,0.1001984126984127
248765,2749208,0.0869047619047619
248613,2748638,0.0869047619047619
248715,2749554,0.03571428571428571
248579,2748594,0.0869047619047619
249613,2749358,0.028920807453416148
249253,2749042,0.1001984126984127
248451,2748446,0.0869047619047619
248207,2749836,0.03571428571428571
249099,2749184,0.1001984126984127
248345,2748804,0.0869047619047619
249301,2750324,0.03571428571428571
248393,2751776,0.03571428571428571
248113,2750460,0.03571428571428571
249659,2750912,0.03571428571428571
248453,2751106,0.03571428571428571
249631,2750242,0.028920807453416148
248195,2751314,0.03571428571428571
249863,2751668,0.03571428571428571
248999,2750868,0.03571428571428571
249607,2750870,0.03571428571428571
251555,2738482,0.1187888198757764
251713,2739270,0.1187888198757764
251629,2738506,0.1187888198757764
251025,2738478,0.1187888198757764
251843,2738872,0.1187888198757764
250209,2738388,0.04432397959183674
251581,2739796,0.1187888198757764
251577,2738338,0.1187888198757764
251883,2739444,0.1187888198757764
251261,2738674,0.1187888198757764
251109,2740892,0.1187888198757764
251123,2741940,0.28061224489795916
250277,2740934,0.28061224489795916
251869,2741664,0.6428571428571429
251861,2740820,0.1187888198757764
250641,2741496,0.28061224489795916
251001,2742050,0.28061224489795916
250573,2741514,0.28061224489795916
250275,2741036,0.28061224489795916
250115,2741050,0.28061224489795916
251875,2742336,1.2767857142857142
250047,2742528,0.2012987012987013
250341,2742534,0.2012987012987013
250581,2742538,0.8184523809523809
250059,2743134,0.2012987012987013
250987,2742740,0.8184523809523809
251319,2742744,0.4642857142857143
249987,2743672,0.05952380952380953
249943,2742530,0.2012987012987013
250471,2742332,0.8184523809523809
250531,2745286,0.028920807453416148
250499,2745194,0.028920807453416148
250013,2745172,0.028920807453416148
249967,2744820,0.028920807453416148
251299,2744564,0.05952380952380953
249965,2744726,0.028920807453416148
250309,2744910,0.028920807453416148
250537,2745284,0.028920807453416148
251053,2745860,0.028920807453416148
250209,2745078,0.028920807453416148
250885,2746556,0.028920807453416148
251667,2746906,0.028920807453416148
250551,2746316,0.028920807453416148
250571,2747342,0.028920807453416148
250959,2747520,0.028920807453416148
251191,2747092,0.028920807453416148
251213,2746248,0.028920807453416148
251785,2747734,0.028920807453416148
250601,2746358,0.028920807453416148
250101,2746128,0.028920807453416148
251397,2748536,0.028920807453416148
250251,2748514,0.028920807453416148
251721,2749352,0.028920807453416148
251039,2748710,0.028920807453416148
251769,2748530,0.028920807453416148
250137,2748716,0.028920807453416148
251295,2749820,0.028920807453416148
249943,2748860,0.028920807453416148
251253,2749014,0.028920807453416148
250331,2749480,0.028920807453416148
253291,2739480,0.1187888198757764
252385,2738990,0.1187888198757764
252925,2739118,0.1187888198757764
252907,2738682,0.1187888198757764
252781,2738210,0.1187888198757764
252609,2738424,0.1187888198757764
252309,2738182,0.1187888198757764
252773,2739850,0.1187888198757764
253433,2738220,0.1187888198757764
252545,2739892,0.1187888198757764
253149,2740824,0.13039434523809523
253653,2741052,0.13039434523809523
252435,2741612,0.13039434523809523
253137,2740748,0.13039434523809523
252953,2741056,0.13039434523809523
252685,2740448,0.1187888198757764
252137,2740848,0.1187888198757764
253865,2741204,0.13039434523809523
252339,2742014,0.6428571428571429
253731,2741936,0.13039434523809523
253297,2742644,0.08298319327731093
253235,2744064,0.08298319327731093
252809,2742886,0.08298319327731093
252655,2742340,0.08298319327731093
253825,2742794,0.08298319327731093
252477,2742852,0.08298319327731093
252647,2743060,0.08298319327731093
251951,2743692,0.4642857142857143
252113,2742828,0.08298319327731093
252359,2743330,0.08298319327731093
253411,2745226,0.08298319327731093
252287,2745470,0.05952380952380953
252121,2744344,0.05952380952380953
253419,2744754,0.08298319327731093
252781,2745316,0.05952380952380953
252663,2745084,0.05952380952380953
252319,2745868,0.05952380952380953
253877,2744480,0.08298319327731093
252963,2745016,0.08298319327731093
253661,2745968,0.08298319327731093
252845,2746848,0.05952380952380953
252065,2748076,0.028920807453416148
253687,2747824,0.05952380952380953
253303,2748022,0.028920807453416148
253009,2747860,0.028920807453416148
252271,2747876,0.028920807453416148
253469,2747358,0.05952380952380953
252611,2746140,0.05952380952380953
252611,2747646,0.028920807453416148
252681,2747302,0.028920807453416148
254533,2741298,0.13039434523809523
255055,2742096,0.13039434523809523
254633,2741544,0.13039434523809523
255527,2741198,0.13039434523809523
254649,2741410,0.13039434523809523
254315,2740668,0.13039434523809523
254813,2740866,0.13039434523809523
255867,2741180,0.13039434523809523
255709,2740360,0.13039434523809523
254169,2741384,0.13039434523809523
254457,2743766,0.08298319327731093
255483,2742688,0.13039434523809523
255185,2742972,0.13039434523809523
255639,2742982,0.13039434523809523
255719,2743652,0.08298319327731093
254577,2742638,0.13039434523809523
254403,2742138,0.13039434523809523
254925,2742532,0.13039434523809523
255367,2743856,0.08298319327731093
255251,2742434,0.13039434523809523
